"Company","Product","TypeName","Inches","Cpu","Ram","PrimaryMemSize","PrimaryMemType","SecondaryMemory","OpSys","Weight","Price_euros","Model","Inches_Binned","ResolutionWidth","ResolutionHeight","DisplayType","Touchscreen","IPS_Panel","RetinaDisplay","CpuBrand","CpuProduct","CpuClockSpeed_GHz","Ram_GB","Gpu_Brand","Gpu_Product","Weight_kg"
"Asus","ROG G703VI-E5062T","Gaming",17.3,"Intel Core i7 7820HK 2.9GHz","32GB","512GB","SSD","1","Windows 10","4.7kg",3890,"ROG","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,32,"Nvidia","GeForce",4.7
"Acer","Nitro AN515-51","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",846,"Nitro","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.5
"Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Intel Core i3 6006U 2GHz","8GB","128GB","SSD","0","Windows 10","2.2kg",589,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","i3",3,8,"Intel","HD",2.2
"Asus","VivoBook Pro","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Windows 10","2.1kg",1145,"VivoBook","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.1
"Asus","F756UX-T4201D (i7-7500U/8GB/128GB","Notebook",17.3,"Intel Core i7 7500U 2.7GHz","8GB","128GB","SSD","1","No OS","2.69kg",889,"F756UX-T4201D","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.69
"Dell","Inspiron 5577","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.56kg",879,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.56
"Lenovo","Yoga 910-13IKB","2 in 1 Convertible",13.9,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.38kg",1079,"Yoga","3",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",1.38
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Windows 10","2.2kg",985,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.2
"HP","15-bs015dx (i5-7200U/8GB/1TB/W10)","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.04kg",559,"15-bs015dx","4",1366,768,NA,"1","0","0","Intel","i5",5,8,"Intel","HD",2.04
"Asus","Rog G701VIK-BA060T","Gaming",17.3,"Intel Core i7 7820HK 2.9GHz","16GB","256GB","SSD","0","Windows 10","3.6kg",2999,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",3.6
"HP","ProBook 430","Notebook",13.3,"Intel Core i5 8250U 1.6GHz","4GB","500GB","HDD","0","Windows 10","1.49kg",675,"ProBook","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,4,"Intel","UHD",1.49
"Apple","MacBook Pro","Ultrabook",13.3,"Intel Core i5 3.1GHz","8GB","512GB","SSD","0","macOS","1.37kg",2040,"MacBook","2",2560,1600,"Retina Display","0","1","1","Intel","i5",5,8,"Intel","Iris",1.37
"Dell","Inspiron 5579","2 in 1 Convertible",15.6,"Intel Core i7 8550U 1.8GHz","8GB","1TB","HDD","0","Windows 10","2.08kg",819,"Inspiron","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","UHD",2.08
"Asus","ROG G752VSK-GC493T","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","4.3kg",1799,"ROG","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",4.3
"Asus","X505BP-BR019T (A9-9420/4GB/1TB/Radeon","Notebook",15.6,"AMD A9-Series 9420 3GHz","4GB","1TB","HDD","0","Windows 10","1.68kg",469,"X505BP-BR019T","4",1366,768,NA,"0","0","0","AMD",NA,9,4,"AMD","Radeon",1.68
"Lenovo","Yoga 920-13IKB","2 in 1 Convertible",13.9,"Intel Core i7 8550U 1.8GHz","8GB","512GB","SSD","0","Windows 10","1.37kg",1849,"Yoga","3",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","UHD",1.37
"Acer","Aspire 5","Notebook",17.3,"Intel Core i3 7130U 2.7GHz","4GB","256GB","SSD","0","Windows 10","3kg",702,"Aspire","5",1920,1080,"Full HD","0","1","0","Intel","i3",3,4,"Nvidia","GeForce",3
"Dell","Vostro 5370","Ultrabook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.41kg",949,"Vostro","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",1.41
"HP","15-BW094nd (A6-9220/8GB/128GB/W10)","Notebook",15.6,"AMD A6-Series A6-9220 2.5GHz","8GB","128GB","SSD","0","Windows 10","1.91kg",445.9,"15-BW094nd","4",1366,768,NA,"0","0","0","AMD",NA,6,8,"AMD","Radeon",1.91
"HP","Envy 17-U275cl","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","16GB","1TB","HDD","0","Windows 10","2.9kg",1059,"Envy","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.9
"MSI","GT73EVR 7RE","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","1","Windows 10","4.14kg",2499,"GT73EVR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",4.14
"Lenovo","Yoga 720-15IKB","2 in 1 Convertible",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","512GB","SSD","0","Windows 10","2kg",1699,"Yoga","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Nvidia","GeForce",2
"Dell","Inspiron 5770","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Windows 10","2.8kg",1142,"Inspiron","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.8
"Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","256GB","SSD","0","No OS","2.2kg",444,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",2.2
"HP","ProBook 450","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",722,"ProBook","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,4,"Intel","HD",2.1
"Dell","Vostro 3568","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","1TB","HDD","0","Windows 10","2.18kg",657,"Vostro","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",2.18
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.24kg",565,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",2.24
"Dell","Inspiron 5579","2 in 1 Convertible",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2.67kg",799,"Inspiron","4",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","UHD",2.67
"Asus","ZenBook Flip","2 in 1 Convertible",13.3,"Intel Core i7 8550U 1.8GHz","8GB","512GB","SSD","1","Windows 10","1.1kg",1499,"ZenBook","2",1920,1080,"Full HD","1","0","0","Intel","i7",7,8,"Intel","UHD",1.1
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","1TB","HDD","0","No OS","2.2kg",467,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",2.2
"HP","Probook 470","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","1TB","HDD","0","Windows 10","2.5kg",1018,"Probook","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Lenovo","V330-15IKB (i7-8550U/8GB/256GB/FHD/W10)","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","2.05kg",880,"V330-15IKB","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",2.05
"Apple","MacBook Pro","Ultrabook",13.3,"Intel Core i5 2.9GHz","8GB","512GB","SSD","0","macOS","1.37kg",1958.9,"MacBook","2",2560,1600,"Retina Display","0","1","1","Intel","i5",5,8,"Intel","Iris",1.37
"Asus","Rog Strix","Gaming",17.3,"AMD Ryzen 1700 3GHz","16GB","256GB","SSD","1","Windows 10","3.2kg",1549,"Rog","5",1920,1080,"Full HD","0","0","0","AMD",NA,1700,16,"AMD","Radeon",3.2
"Dell","Inspiron 3576","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Linux","2.14kg",735.07,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.14
"Lenovo","ThinkPad X1","2 in 1 Convertible",14,"Intel Core i7 6600U 2.6GHz","16GB","512GB","SSD","0","Windows 10","1.36kg",2499,"ThinkPad","3",2560,1440,NA,"1","0","0","Intel","i7",7,16,"Intel","HD",1.36
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","8GB","500GB","HDD","0","Windows 10","2.2kg",812,"Satellite","4",1366,768,NA,"0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Dell","Inspiron 5567","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","12GB","1TB","HDD","0","Windows 10","2.3kg",713.07,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i7",7,12,"Intel","HD",2.3
"Dell","Inspiron 5770","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Linux","2.8kg",1099,"Inspiron","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.8
"Acer","Aspire A515-51G","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","1TB","HDD","0","Windows 10","2.2kg",745,"Aspire","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Lenovo","IdeaPad 320-17ISK","Notebook",17.3,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.8kg",489,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.8
"Lenovo","IdeaPad 320-17IKBR","Notebook",17.3,"Intel Core i7 8550U 1.8GHz","8GB","2TB","HDD","0","No OS","2.8kg",849,"IdeaPad","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.8
"Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"Intel Core i7 7500U 2.7GHz","6GB","128GB","SSD","1","Windows 10","2.8kg",859,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i7",7,6,"Nvidia","GeForce",2.8
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 6006U 2.0GHz","4GB","1TB","HDD","0","Linux","2.25kg",428,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"AMD","Radeon",2.25
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",829,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.5
"Lenovo","Ideapad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","6GB","256GB","SSD","0","Windows 10","2.2kg",579,"Ideapad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,6,"Intel","HD",2.2
"Acer","Aspire A517-51G","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","3kg",951,"Aspire","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",3
"Acer","SP315-51 (i7-7500U/12GB/1TB/FHD/W10)","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","12GB","1TB","HDD","0","Windows 10","2.15kg",659,"SP315-51","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,12,"Intel","HD",2.15
"Lenovo","Thinkpad T570","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.95kg",1097,"Thinkpad","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.95
"Asus","VivoBook S15","Ultrabook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.7kg",977,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",1.7
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.5kg",1179,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.5
"Lenovo","IdeaPad 320-15IKB","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","No OS","2.2kg",659.01,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Acer","Chromebook C910-C2ST","Notebook",15.6,"Intel Celeron Dual Core 3205U 1.5GHz","2GB","16GB","SSD","0","Chrome/Android","2.19kg",199,"Chromebook","4",1366,768,NA,"0","0","0","Intel","3205U",3205,2,"Intel","HD",2.19
"Asus","FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","Windows 10","3kg",1187,"FX753VD-GC071T","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",3
"HP","17-BS037cl (i3-6006U/8GB/1TB/W10)","Notebook",17.3,"Intel Core i3 6006U 2GHz","8GB","1TB","HDD","0","Windows 10","2.54kg",489,"17-BS037cl","5",1600,900,NA,"0","0","0","Intel","i3",3,8,"Intel","HD",2.54
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2kg",1829,"XPS","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2
"Lenovo","V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2.05kg",739,"V330-15IKB","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",2.05
"Lenovo","Legion Y720-15IKB","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","Windows 10","3.2kg",1299,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",3.2
"Acer","Aspire A715-71G","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Linux","2.5kg",979,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Dell","Precision 7720","Workstation",17.3,"Intel Core i7 7820HQ 2.9GHz","16GB","256GB","SSD","0","Windows 10","3.42kg",2884.86,"Precision","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","Quadro",3.42
"Lenovo","IdeaPad 310-15ABR","Notebook",15.6,"AMD A10-Series 9600P 2.4GHz","6GB","1TB","HDD","0","Windows 10","2.4kg",499,"IdeaPad","4",1920,1080,"Full HD","0","0","0","AMD",NA,10,6,"AMD","Radeon",2.4
"Asus","ZenBook UX530UQ-PRO","Ultrabook",15.6,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","0","Windows 10","1.63kg",1468,"ZenBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",1.63
"Asus","VivoBook S14","Notebook",14,"Intel Core i3 7100U 2.4GHz","4GB","128GB","SSD","0","Windows 10","1.3kg",509,"VivoBook","3",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.3
"Asus","Rog GL702VS-GC095T","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.9kg",2122,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.9
"Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","6GB","1TB","HDD","0","Windows 10","2.8kg",649,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i5",5,6,"Nvidia","GeForce",2.8
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","2TB","HDD","0","No OS","2.2kg",549,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.2
"Asus","GL553VE-FY082T (i7-7700HQ/8GB/1TB","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.5kg",1265,"GL553VE-FY082T","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Lenovo","IdeaPad 320-15IAP","Notebook",15.6,"Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB","HDD","0","No OS","2.2kg",359.99,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","N4200",4200,4,"Intel","HD",2.2
"HP","EliteBook x360","2 in 1 Convertible",13.3,"Intel Core i7 7600U 2.8GHz","16GB","256GB","SSD","0","Windows 10","1.28kg",1975,"EliteBook","2",1920,1080,"Full HD","1","0","0","Intel","i7",7,16,"Intel","HD",1.28
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",1043,"Satellite","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Lenovo","IdeaPad 320-15IKB","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","1","Windows 10","2.3kg",819,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.3
"HP","250 G6","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","1.86kg",469,"250","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",1.86
"Lenovo","IdeaPad 720S-13IKB","Notebook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.1kg",999,"IdeaPad","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.1
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 8550U 1.8GHz","16GB","1TB","SSD","0","Windows 10","1.21kg",2499,"XPS","2",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,16,"Intel","UHD",1.21
"MSI","GE63VR 7RF","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.8kg",2099,"GE63VR","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.8
"Acer","ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)","Notebook",15.6,"AMD A8-Series 7410 2.2GHz","8GB","256GB","SSD","0","Windows 10","2.23kg",469,"ES1-523-84K7","4",1920,1080,"Full HD","0","0","0","AMD",NA,8,8,"AMD","Radeon",2.23
"Asus","VivoBook Flip","2 in 1 Convertible",11.6,"Intel Celeron Dual Core N3350 1.1GHz","2GB","32GB","Flash Storage","0","Windows 10","1.1kg",275,"VivoBook","0",1366,768,NA,"1","0","0","Intel","N3350",3350,2,"Intel","HD",1.1
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","128GB","SSD","1","Windows 10","2.33kg",844,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",2.33
"HP","Spectre x360","2 in 1 Convertible",13.3,"Intel Core i7 8550U 1.8GHz","16GB","1TB","SSD","0","Windows 10","1.29kg",2449,"Spectre","2",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,16,"Intel","UHD",1.29
"Lenovo","ThinkPad 13","Notebook",13.3,"Intel Celeron Dual Core 3855U 1.6GHz","4GB","16GB","Flash Storage","0","Chrome/Android","1.45kg",459.9,"ThinkPad","2",1366,768,NA,"0","0","0","Intel","3855U",3855,4,"Intel","HD",1.45
"HP","ProBook 640","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.95kg",980,"ProBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.95
"Acer","TravelMate B","Notebook",11.6,"Intel Pentium Quad Core N3710 1.6GHz","4GB","128GB","Flash Storage","0","Windows 10","1.4kg",485,"TravelMate","0",1366,768,NA,"0","0","0","Intel","N3710",3710,4,"Intel","HD",1.4
"HP","Elitebook 840","Notebook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.48kg",1292,"Elitebook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.48
"Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","4GB","1TB","HDD","0","Windows 10","2.79kg",589,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i5",5,4,"Nvidia","GeForce",2.79
"Asus","ZenBook UX410UA-GV183T","Notebook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","2kg",1094,"ZenBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",2
"HP","ProBook 450","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","1TB","HDD","0","Windows 10","2.1kg",902,"ProBook","4",1366,768,"Full HD","0","1","0","Intel","i7",7,8,"Intel","UHD",2.1
"Acer","Aspire 5","Notebook",15.6,"AMD A12-Series 9720P 2.7GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",659,"Aspire","4",1366,768,NA,"0","0","0","AMD",NA,12,8,"AMD","Radeon",2.2
"Lenovo","IdeaPad 120S-14IAP","Notebook",14,"Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB","Flash Storage","0","Windows 10","1.44kg",292,"IdeaPad","3",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",1.44
"Acer","Aspire E5-575","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","6GB","1TB","HDD","0","Windows 10","2.23kg",549,"Aspire","4",1366,768,NA,"0","0","0","Intel","i5",5,6,"Intel","HD",2.23
"Asus","VivoBook S15","Ultrabook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.7kg",1049.9,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",1.7
"HP","Elitebook 820","Ultrabook",12.5,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.26kg",1335,"Elitebook","1",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.26
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","32GB","1TB","SSD","0","Windows 10","2.06kg",2639,"XPS","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,32,"Nvidia","GeForce",2.06
"MSI","GL72M 7REX","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","1","Windows 10","2.7kg",1199,"GL72M","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.0kg",943,"Satellite","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",2
"Asus","UX510UX-CN269T (i7-7500U/8GB/256GB","Notebook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","1","Windows 10","2kg",1334,"UX510UX-CN269T","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",2
"Lenovo","V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","1.85kg",449,"V310-15ISK","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",1.85
"Asus","FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2.5kg",999,"FX553VD-FY647T","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"HP","EliteBook 840","Notebook",14,"Intel Core i5 7300U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.48kg",1268,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.48
"Dell","Inspiron 7570","Ultrabook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","128GB","SSD","1","Windows 10","1.9kg",1049,"Inspiron","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",1.9
"HP","Elitebook 850","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.84kg",1144,"Elitebook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.84
"Asus","X541NA (N3350/4GB/1TB/Linux)","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","Linux","2kg",274.99,"X541NA","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",2
"Dell","Inspiron 7570","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","2kg",1142.75,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2
"Dell","Inspiron 3552","Notebook",15.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB","HDD","0","Linux","2.2kg",274.9,"Inspiron","4",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",2.2
"Lenovo","IdeaPad 320-15ABR","Notebook",15.6,"AMD A12-Series 9720P 3.6GHz","12GB","2TB","HDD","0","Windows 10","2.2kg",899,"IdeaPad","4",1920,1080,"Full HD","0","0","0","AMD",NA,12,12,"AMD","Radeon",2.2
"HP","ProBook 450","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","8GB","1TB","HDD","0","Windows 10","2.1kg",716,"ProBook","4",1920,1080,"Full HD","0","1","0","Intel","i3",3,8,"Nvidia","GeForce",2.1
"Lenovo","Yoga 920-13IKB","2 in 1 Convertible",13.9,"Intel Core i7 8550U 1.8GHz","16GB","512GB","SSD","0","Windows 10","1.4kg",2099,"Yoga","3",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,16,"Intel","UHD",1.4
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1579,"XPS","2",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","UHD",1.2
